#Replicon Name,Replicon Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein name
chr,NC_011294.1,785606,786496,+,-,-,SEN_RS03675,WP_000405927.1,296,LysR family transcriptional regulator
chr,NC_011294.1,786497,787480,-,-,-,SEN_RS03680,WP_000282119.1,327,LysR family transcriptional regulator
chr,NC_011294.1,787703,788746,+,-,-,SEN_RS03685,WP_000074119.1,347,SLC13/DASS family transporter
chr,NC_011294.1,789021,789269,+,-,-,SEN_RS03690,WP_001089085.1,82,oxaloacetate decarboxylase subunit gamma
chr,NC_011294.1,789285,791054,+,-,-,SEN_RS03695,WP_000150408.1,589,oxaloacetate decarboxylase subunit alpha
chr,NC_011294.1,791067,792368,+,-,-,SEN_RS03700,WP_000444879.1,433,oxalacetate decarboxylase subunit beta
chr,NC_011294.1,792487,793185,+,-,-,SEN_RS03705,WP_001005986.1,232,hypothetical protein
chr,NC_011294.1,793565,794644,+,-,-,SEN_RS03710,WP_000128331.1,359,iron ABC transporter permease
chr,NC_011294.1,794644,795420,+,-,-,SEN_RS03715,WP_001214701.1,258,ABC transporter ATP-binding protein
chr,NC_011294.1,795511,796263,-,-,gpmA,SEN_RS03720,WP_000301556.1,250,"2,3-bisphosphoglycerate-dependent phosphoglycerate mutase"
chr,NC_011294.1,796281,796472,-,-,-,SEN_RS22970,WP_001752183.1,63,MULTISPECIES: hypothetical protein
chr,NC_011294.1,796487,797527,-,-,galM,SEN_RS03725,WP_000931433.1,346,galactose-1-epimerase
chr,NC_011294.1,797521,798669,-,-,-,SEN_RS03730,WP_001049364.1,382,galactokinase
chr,NC_011294.1,798672,799718,-,-,-,SEN_RS03735,WP_000187473.1,348,galactose-1-phosphate uridylyltransferase
chr,NC_011294.1,799729,800745,-,-,-,SEN_RS03740,WP_001265465.1,338,UDP-glucose 4-epimerase
chr,NC_011294.1,800968,801876,-,-,-,SEN_RS03745,WP_000885526.1,302,DUF2167 domain-containing protein
chr,NC_011294.1,802047,803522,-,-,-,SEN_RS03750,WP_000096946.1,491,molybdate ABC transporter ATP-binding protein ModF
chr,NC_011294.1,803590,804378,-,-,-,SEN_RS03755,WP_001147418.1,262,molybdenum-dependent transcriptional regulator
chr,NC_011294.1,804507,804656,+,-,-,SEN_RS03760,WP_000891513.1,49,"MULTISPECIES: multidrug efflux pump-associated protein, AcrZ family"
chr,NC_011294.1,804823,805596,+,-,-,SEN_RS03765,WP_000951416.1,257,molybdate ABC transporter substrate-binding protein
chr,NC_011294.1,805596,806285,+,-,modB,SEN_RS03770,WP_000604026.1,229,MULTISPECIES: molybdate ABC transporter permease subunit
chr,NC_011294.1,806288,807346,+,-,-,SEN_RS03775,WP_000891710.1,352,MULTISPECIES: molybdenum import ATP-binding protein ModC
chr,NC_011294.1,807347,808165,-,-,-,SEN_RS03780,WP_000127031.1,272,pyridoxal phosphatase
chr,NC_011294.1,808329,809324,+,-,-,SEN_RS03785,WP_000815468.1,331,6-phosphogluconolactonase
chr,NC_011294.1,809468,810751,-,-,-,SEN_RS03790,WP_001094776.1,427,putative acyl-CoA thioester hydrolase
chr,NC_011294.1,810989,812212,+,-,-,SEN_RS03795,WP_001249485.1,407,imidazolonepropionase
chr,NC_011294.1,812209,813150,+,-,-,SEN_RS03800,WP_000195683.1,313,formimidoylglutamase
chr,NC_011294.1,813195,813920,+,-,-,SEN_RS03805,WP_000287413.1,241,histidine utilization repressor
chr,NC_011294.1,814117,815802,+,-,-,SEN_RS03810,WP_001115195.1,561,urocanate hydratase
chr,NC_011294.1,815804,817324,+,-,-,SEN_RS03815,WP_001095241.1,506,histidine ammonia-lyase
chr,NC_011294.1,817409,817885,-,-,-,SEN_RS03820,WP_000767403.1,158,MULTISPECIES: kinase inhibitor
chr,NC_011294.1,817943,819232,-,-,-,SEN_RS03825,WP_000205515.1,429,adenosylmethionine--8-amino-7-oxononanoate transaminase
chr,NC_011294.1,819319,820359,+,-,-,SEN_RS03830,WP_000090727.1,346,biotin synthase
chr,NC_011294.1,820356,821513,+,-,-,SEN_RS03835,WP_000118943.1,385,8-amino-7-oxononanoate synthase
chr,NC_011294.1,821497,822252,+,-,-,SEN_RS03840,WP_000079917.1,251,malonyl-ACP O-methyltransferase BioC
chr,NC_011294.1,822245,822931,+,-,-,SEN_RS03845,WP_000167219.1,228,dethiobiotin synthase
chr,NC_011294.1,823358,823585,+,-,-,SEN_RS22975,WP_001752195.1,75,MULTISPECIES: hypothetical protein
chr,NC_011294.1,823582,825603,+,-,-,SEN_RS03850,WP_000042502.1,673,excinuclease ABC subunit B
chr,NC_011294.1,825912,826085,+,-,-,SEN_RS03855,WP_001575831.1,57,hypothetical protein
chr,NC_011294.1,828439,829347,-,-,-,SEN_RS03865,WP_001246038.1,302,hypothetical protein
chr,NC_011294.1,829744,830733,+,-,moaA,SEN_RS03870,WP_000168181.1,329,cyclic pyranopterin monophosphate synthase
chr,NC_011294.1,830755,831267,+,-,-,SEN_RS03875,WP_000084606.1,170,molybdenum cofactor biosynthesis protein B
chr,NC_011294.1,831270,831755,+,-,-,SEN_RS03880,WP_000080897.1,161,cyclic pyranopterin monophosphate synthase MoaC
chr,NC_011294.1,831742,831993,+,-,moaD,SEN_RS03885,WP_001575835.1,83,molybdopterin synthase sulfur carrier subunit
chr,NC_011294.1,831995,832447,+,-,moaE,SEN_RS03890,WP_001209387.1,150,molybdopterin synthase catalytic subunit MoaE
chr,NC_011294.1,832495,833199,+,-,-,SEN_RS03895,WP_000373611.1,234,Bax inhibitor-1/YccA family protein
chr,NC_011294.1,833344,834051,+,-,-,SEN_RS03900,WP_000529058.1,235,membrane protein
chr,NC_011294.1,834075,834683,+,-,-,SEN_RS03905,WP_001574057.1,202,hypothetical protein
chr,NC_011294.1,834691,835251,+,-,-,SEN_RS03910,WP_001052197.1,186,hypothetical protein
chr,NC_011294.1,835254,836216,-,-,-,SEN_RS03915,WP_001129817.1,320,UPF0104 family protein
chr,NC_011294.1,836216,837457,-,-,-,SEN_RS03920,WP_000649639.1,413,cardiolipin synthase B
chr,NC_011294.1,837454,838212,-,-,-,SEN_RS03925,WP_000192039.1,252,endonuclease/exonuclease/phosphatase family protein
chr,NC_011294.1,838345,838755,+,-,-,SEN_RS03930,WP_000871970.1,136,MULTISPECIES: membrane protein
chr,NC_011294.1,838717,839823,-,-,-,SEN_RS03935,WP_000469050.1,368,ABC transporter permease
chr,NC_011294.1,839939,841069,-,-,-,SEN_RS03940,WP_000045765.1,376,ABC transporter permease
chr,NC_011294.1,841062,842798,-,-,-,SEN_RS03945,WP_001287612.1,578,ABC transporter ATP-binding protein
chr,NC_011294.1,842791,843786,-,-,-,SEN_RS03950,WP_000743436.1,331,secretion protein HlyD
chr,NC_011294.1,843786,844460,-,-,-,SEN_RS03955,WP_001025254.1,224,transcriptional regulator
chr,NC_011294.1,844690,846051,+,-,-,SEN_RS03960,WP_000007065.1,453,ATP-dependent RNA helicase RhlE
chr,NC_011294.1,846259,848403,+,-,dinG,SEN_RS03965,WP_001218637.1,714,ATP-dependent helicase DinG
chr,NC_011294.1,848433,849407,+,-,-,SEN_RS03970,WP_000386476.1,324,DNA-binding protein YbiB
chr,NC_011294.1,849563,849823,-,-,-,SEN_RS03975,WP_000849089.1,86,MULTISPECIES: DUF1471 domain-containing protein
chr,NC_011294.1,850108,850374,-,-,-,SEN_RS03985,WP_000146332.1,88,DksA/TraR family C4-type zinc finger protein
chr,NC_011294.1,850579,851505,+,-,-,SEN_RS03990,WP_001275962.1,308,ribosomal RNA large subunit methyltransferase F
chr,NC_011294.1,851502,853724,-,-,-,SEN_RS03995,WP_001267701.1,740,mechanosensitive channel protein
chr,NC_011294.1,853843,854565,-,-,glnQ,SEN_RS04000,WP_000569093.1,240,MULTISPECIES: glutamine ABC transporter ATP-binding protein GlnQ
chr,NC_011294.1,854562,855221,-,-,-,SEN_RS04005,WP_001159076.1,219,MULTISPECIES: glutamine ABC transporter permease GlnP
chr,NC_011294.1,855365,856111,-,-,-,SEN_RS04010,WP_000838671.1,248,glutamine ABC transporter substrate-binding protein GlnH
chr,NC_011294.1,856588,857091,-,-,-,SEN_RS04015,WP_000100805.1,167,MULTISPECIES: DNA starvation/stationary phase protection protein
chr,NC_011294.1,857394,858281,-,-,-,SEN_RS04020,WP_001119554.1,295,threonine/homoserine exporter RhtA
chr,NC_011294.1,858634,859149,+,-,ompX,SEN_RS04025,WP_000716763.1,171,outer membrane protein OmpX
chr,NC_011294.1,859212,860792,-,-,-,SEN_RS04030,WP_001089322.1,526,phosphoethanolamine transferase
chr,NC_011294.1,861057,861185,-,-,-,SEN_RS22985,WP_001670439.1,42,manganase accumulation protein MntS
chr,NC_011294.1,861371,861844,+,-,-,SEN_RS04035,WP_000533542.1,157,transcriptional regulator MntR
chr,NC_011294.1,861841,862953,+,-,-,SEN_RS04040,WP_001046521.1,370,anion transporter
chr,NC_011294.1,862997,863917,-,-,-,SEN_RS04045,WP_001056404.1,306,"MULTISPECIES: L,D-transpeptidase"
chr,NC_011294.1,864136,865728,+,-,-,SEN_RS04050,WP_000961479.1,530,ABC-F family ATPase
chr,NC_011294.1,866128,866871,+,-,-,SEN_RS04055,WP_024137505.1,247,DUF4261 domain-containing protein
chr,NC_011294.1,867824,869089,-,-,-,SEN_RS04065,WP_000210957.1,421,DUF1479 domain-containing protein
chr,NC_011294.1,869351,870160,+,-,-,SEN_RS04070,WP_000217902.1,269,HAD family hydrolase
chr,NC_011294.1,870238,872670,-,-,-,SEN_RS04075,WP_000192661.1,810,formate C-acetyltransferase/glycerol dehydratase family glycyl radical enzyme
chr,NC_011294.1,872676,873575,-,-,-,SEN_RS04080,WP_000576953.1,299,glycyl-radical enzyme activating protein
chr,NC_011294.1,873853,874602,-,-,-,SEN_RS04085,WP_000829289.1,249,molybdopterin-synthase adenylyltransferase
chr,NC_011294.1,874602,875843,-,-,-,SEN_RS04090,WP_001752639.1,413,molybdopterin molybdenumtransferase MoeA
chr,NC_011294.1,876040,876981,+,-,-,SEN_RS04095,WP_001030503.1,313,isoaspartyl peptidase
chr,NC_011294.1,876992,878863,+,-,-,SEN_RS04100,WP_001120597.1,623,glutathione ABC transporter ATP-binding protein GsiA
chr,NC_011294.1,878896,880434,+,-,-,SEN_RS04105,WP_000191430.1,512,glutathione-binding protein GsiB
chr,NC_011294.1,880495,881415,+,-,-,SEN_RS04110,WP_000936067.1,306,glutathione ABC transporter permease
chr,NC_011294.1,881418,882329,+,-,-,SEN_RS04115,WP_001236024.1,303,glutathione ABC transporter permease
chr,NC_011294.1,882420,883745,-,-,rimO,SEN_RS04120,WP_000073317.1,441,30S ribosomal protein S12 methylthiotransferase RimO
chr,NC_011294.1,883976,884359,+,-,bssR,SEN_RS04125,WP_000259651.1,127,biofilm formation regulator BssR
chr,NC_011294.1,885072,885587,+,-,-,SEN_RS04130,WP_001521476.1,171,CoA ester lyase
chr,NC_011294.1,885505,886359,+,-,-,SEN_RS04135,WP_000442436.1,284,electron transfer flavoprotein subunit beta/FixA family protein
chr,NC_011294.1,886370,887323,+,-,-,SEN_RS04140,WP_000157772.1,317,electron transfer flavoprotein subunit alpha
chr,NC_011294.1,887356,887619,+,-,-,SEN_RS04145,WP_001677061.1,87,hypothetical protein
chr,NC_011294.1,887616,888779,+,-,-,SEN_RS04150,WP_000835399.1,387,acyl-CoA dehydrogenase
chr,NC_011294.1,888804,888995,+,-,-,SEN_RS22995,WP_071527109.1,63,hypothetical protein
chr,NC_011294.1,889228,890913,+,-,-,SEN_RS04155,WP_001000306.1,561,electron transfer flavoprotein-ubiquinone oxidoreductase
chr,NC_011294.1,890919,891809,-,-,-,SEN_RS04160,WP_000545335.1,296,LysR family transcriptional regulator
chr,NC_011294.1,892071,892496,-,-,-,SEN_RS04165,WP_000287110.1,141,GntP family permease
chr,NC_011294.1,892843,893340,+,-,-,SEN_RS04170,WP_021590877.1,165,glucose dehydrogenase
chr,NC_011294.1,893519,894145,-,-,-,SEN_RS04180,WP_000631904.1,208,glutathione S-transferase family protein
chr,NC_011294.1,894389,895591,+,-,-,SEN_RS04185,WP_000195712.1,400,serine-type D-Ala-D-Ala carboxypeptidase
chr,NC_011294.1,895636,896394,-,-,-,SEN_RS04190,WP_000450103.1,252,DNA-binding transcriptional repressor DeoR
chr,NC_011294.1,896466,897074,-,-,-,SEN_RS04195,WP_001520197.1,202,undecaprenyl-diphosphate phosphatase
chr,NC_011294.1,897387,898619,+,-,-,SEN_RS04200,WP_001181274.1,410,MdfA family multidrug efflux MFS transporter
chr,NC_011294.1,898673,899488,-,-,-,SEN_RS04205,WP_000023554.1,271,HAD family hydrolase
chr,NC_011294.1,899485,900696,-,-,-,SEN_RS04210,WP_000217423.1,403,MFS transporter
chr,NC_011294.1,900864,901484,+,-,-,SEN_RS04215,WP_000661873.1,206,TetR/AcrR family transcriptional regulator
chr,NC_011294.1,901601,903286,-,-,-,SEN_RS04220,WP_001024853.1,561,transporter
chr,NC_011294.1,903557,903934,+,-,-,SEN_RS04225,WP_000680849.1,125,membrane protein
chr,NC_011294.1,903966,904229,-,-,-,SEN_RS04230,WP_000495513.1,87,glutaredoxin
chr,NC_011294.1,904399,904689,+,-,-,SEN_RS04235,WP_001259131.1,96,DUF1418 family protein
chr,NC_011294.1,904673,905212,+,-,-,SEN_RS04240,WP_000075296.1,179,oxygen-insensitive NADPH nitroreductase
chr,NC_011294.1,905258,905395,+,-,-,SEN_RS24220,WP_001677758.1,45,hypothetical protein
chr,NC_011294.1,905453,906355,+,-,-,SEN_RS04245,WP_000684361.1,300,30S ribosomal protein S6--L-glutamate ligase
chr,NC_011294.1,906452,906928,+,-,-,SEN_RS04250,WP_000624810.1,158,YbjN domain-containing protein
chr,NC_011294.1,907277,908389,+,-,-,SEN_RS04255,WP_000125769.1,370,spermidine/putrescine ABC transporter substrate-binding protein PotF
chr,NC_011294.1,908477,909610,+,-,potG,SEN_RS04260,WP_001000694.1,377,putrescine ABC transporter ATP-binding subunit PotG
chr,NC_011294.1,909620,910573,+,-,-,SEN_RS04265,WP_000105453.1,317,putrescine ABC transporter permease PotH
chr,NC_011294.1,910570,911415,+,-,-,SEN_RS04270,WP_001061629.1,281,putrescine ABC transporter permease PotI
chr,NC_011294.1,911489,911962,+,-,-,SEN_RS04275,WP_000505788.1,157,DUF2593 family protein
chr,NC_011294.1,912005,913132,+,-,rumB,SEN_RS04280,WP_001149775.1,375,23S rRNA (uracil(747)-C(5))-methyltransferase RlmC
chr,NC_011294.1,913427,914770,+,-,-,SEN_RS04285,WP_000399323.1,447,PTS sugar transporter subunit IIC
chr,NC_011294.1,914800,915120,+,-,-,SEN_RS04290,WP_000655399.1,106,MULTISPECIES: PTS sugar transporter subunit IIB
chr,NC_011294.1,915130,916617,+,-,-,SEN_RS04295,WP_000644020.1,495,sulfatase
chr,NC_011294.1,916614,916811,-,-,-,SEN_RS23000,WP_016698111.1,65,hypothetical protein
chr,NC_011294.1,916836,917567,-,-,-,SEN_RS04300,WP_000737538.1,243,arginine/ornithine ABC transporter substrate-binding protein
chr,NC_011294.1,917804,918472,-,-,artM,SEN_RS04305,WP_000895396.1,222,arginine ABC transporter permease ArtM
chr,NC_011294.1,918472,919188,-,-,-,SEN_RS04310,WP_001001677.1,238,arginine ABC transporter permease ArtQ
chr,NC_011294.1,919195,919926,-,-,-,SEN_RS04315,WP_000756583.1,243,arginine ABC transporter substrate-binding protein
chr,NC_011294.1,919944,920672,-,-,-,SEN_RS04320,WP_000027186.1,242,MULTISPECIES: arginine ABC transporter ATP-binding protein ArtP
chr,NC_011294.1,920902,921417,-,-,-,SEN_RS04325,WP_001270724.1,171,lipoprotein
chr,NC_011294.1,921545,921868,+,-,-,SEN_RS04330,WP_001160725.1,107,MULTISPECIES: hypothetical protein
chr,NC_011294.1,921865,922695,+,-,-,SEN_RS04335,WP_000645850.1,276,N-acetylmuramoyl-L-alanine amidase
chr,NC_011294.1,922692,923705,-,-,-,SEN_RS04340,WP_000866905.1,337,NAD(P)-dependent oxidoreductase
chr,NC_011294.1,923801,925234,-,-,-,SEN_RS04345,WP_000079010.1,477,SDR family oxidoreductase
chr,NC_011294.1,925245,926246,-,-,-,SEN_RS04350,WP_000566348.1,333,low-specificity L-threonine aldolase
chr,NC_011294.1,926285,928003,-,-,-,SEN_RS04355,WP_000815309.1,572,ubiquinone-dependent pyruvate dehydrogenase
chr,NC_011294.1,928161,929132,-,-,-,SEN_RS04360,WP_000988823.1,323,NADH oxidoreductase
chr,NC_011294.1,929141,930793,-,-,-,SEN_RS04365,WP_000458786.1,550,hydroxylamine reductase
chr,NC_011294.1,930937,931836,-,-,-,SEN_RS04370,WP_000491118.1,299,lysine exporter LysO family protein
chr,NC_011294.1,931814,932002,+,-,-,SEN_RS23005,WP_012218990.1,62,hypothetical protein
chr,NC_011294.1,932038,933696,+,-,-,SEN_RS04375,WP_000599761.1,552,DUF2813 domain-containing protein
chr,NC_011294.1,933693,934661,-,-,-,SEN_RS04380,WP_000087088.1,322,DUF535 domain-containing protein
chr,NC_011294.1,934789,935907,+,-,-,SEN_RS04385,WP_001201751.1,372,macrolide transporter subunit MacA
chr,NC_011294.1,935904,937850,+,-,-,SEN_RS04390,WP_000125875.1,648,macrolide ABC transporter ATP-binding protein/permease MacB
chr,NC_011294.1,937831,938025,+,-,-,SEN_RS23010,WP_001652477.1,64,hypothetical protein
chr,NC_011294.1,937980,938201,-,-,-,SEN_RS04395,WP_000447499.1,73,MULTISPECIES: cold shock-like protein CspD
chr,NC_011294.1,938525,938845,+,-,-,SEN_RS04400,WP_000520789.1,106,MULTISPECIES: ATP-dependent Clp protease adaptor ClpS
chr,NC_011294.1,938876,941152,+,-,-,SEN_RS04405,WP_000934064.1,758,ATP-dependent Clp protease ATP-binding subunit ClpA
chr,NC_011294.1,941365,941562,-,-,-,SEN_RS04410,WP_001117984.1,65,hypothetical protein
chr,NC_011294.1,941724,942101,-,-,-,SEN_RS04415,WP_001539594.1,125,integrase
chr,NC_011294.1,942768,943445,-,-,-,SEN_RS04430,WP_000097893.1,225,hydrolase
chr,NC_011294.1,943465,944325,-,-,-,SEN_RS04435,WP_000809969.1,286,pirin family protein
chr,NC_011294.1,944434,945345,+,-,-,SEN_RS04440,WP_000597928.1,303,LysR family transcriptional regulator
chr,NC_011294.1,945436,945654,-,-,-,SEN_RS04445,WP_001040187.1,72,MULTISPECIES: translation initiation factor IF-1
chr,NC_011294.1,945582,945965,-,-,-,SEN_RS04450,WP_001539595.1,127,membrane protein
chr,NC_011294.1,945966,946670,-,-,-,SEN_RS04455,WP_001241649.1,234,leucyl/phenylalanyl-tRNA--protein transferase
chr,NC_011294.1,946715,948436,-,-,-,SEN_RS04460,WP_001202260.1,573,cysteine/glutathione ABC transporter ATP-binding protein/permease CydC
chr,NC_011294.1,948437,950203,-,-,-,SEN_RS04465,WP_001044541.1,588,cysteine/glutathione ABC transporter permease/ATP-binding protein CydD
chr,NC_011294.1,950317,951285,-,-,-,SEN_RS04470,WP_000537407.1,322,thioredoxin-disulfide reductase
chr,NC_011294.1,951627,951902,-,-,-,SEN_RS23015,WP_001751915.1,91,hypothetical protein
chr,NC_011294.1,951831,952325,+,-,-,SEN_RS04475,WP_000228469.1,164,MULTISPECIES: leucine-responsive regulatory protein
chr,NC_011294.1,952460,956581,+,-,-,SEN_RS04480,WP_001680783.1,1373,DNA translocase FtsK
chr,NC_011294.1,956721,957335,+,-,lolA,SEN_RS04485,WP_000976335.1,204,outer membrane lipoprotein carrier protein LolA
chr,NC_011294.1,957345,958688,+,-,-,SEN_RS04490,WP_000067792.1,447,replication-associated recombination protein A
chr,NC_011294.1,958685,958903,-,-,-,SEN_RS23020,WP_001752570.1,72,hypothetical protein
chr,NC_011294.1,958947,960239,+,-,-,SEN_RS04495,WP_000886697.1,430,serine--tRNA ligase
chr,NC_011294.1,960476,962920,+,-,-,SEN_RS04500,WP_000850262.1,814,dimethylsulfoxide reductase subunit A
chr,NC_011294.1,962931,963548,+,-,-,SEN_RS04505,WP_000213069.1,205,dimethylsulfoxide reductase subunit B
chr,NC_011294.1,963550,964413,+,-,-,SEN_RS04510,WP_000534676.1,287,dimethyl sulfoxide reductase anchor subunit
chr,NC_011294.1,964763,965911,+,-,-,SEN_RS04520,WP_000109268.1,382,MFS transporter
chr,NC_011294.1,966129,967550,+,-,-,SEN_RS04525,WP_001134268.1,473,amino acid permease
chr,NC_011294.1,967843,968640,-,-,pflA,SEN_RS04530,WP_000067973.1,265,pyruvate formate lyase 1-activating protein
chr,NC_011294.1,968759,969085,-,-,-,SEN_RS24225,WP_012543336.1,108,hypothetical protein
chr,NC_011294.1,969216,970175,+,-,-,SEN_RS04540,WP_001145562.1,319,SPI-2 type III secretion system effector SopD2
chr,NC_011294.1,970251,972533,-,-,-,SEN_RS04545,WP_001292799.1,760,formate C-acetyltransferase
chr,NC_011294.1,972593,973450,-,-,-,SEN_RS04550,WP_000642539.1,285,formate transporter FocA
chr,NC_011294.1,973855,975615,-,-,-,SEN_RS04555,WP_000194823.1,586,30S ribosomal protein S12 methylthiotransferase accessory protein YcaO
chr,NC_011294.1,975752,976444,+,-,-,SEN_RS04560,WP_000642867.1,230,DUF421 domain-containing protein
chr,NC_011294.1,976630,977718,+,-,-,SEN_RS04565,WP_000079590.1,362,3-phosphoserine/phosphohydroxythreonine aminotransferase
chr,NC_011294.1,977789,979072,+,-,-,SEN_RS04570,WP_000445198.1,427,3-phosphoshikimate 1-carboxyvinyltransferase
chr,NC_011294.1,979215,979976,+,-,-,SEN_RS04575,WP_000792301.1,253,metalloprotease
chr,NC_011294.1,980149,980832,+,-,-,SEN_RS04580,WP_000125007.1,227,cytidylate kinase
chr,NC_011294.1,980946,982619,+,-,-,SEN_RS04585,WP_000140324.1,557,30S ribosomal protein S1
chr,NC_011294.1,982775,983059,+,-,-,SEN_RS04590,WP_000167332.1,94,MULTISPECIES: integration host factor subunit beta
chr,NC_011294.1,983289,985553,+,-,-,SEN_RS04595,WP_000705774.1,754,ComEC family protein
chr,NC_011294.1,985590,987338,+,-,-,SEN_RS04600,WP_000551246.1,582,lipid A export ATP-binding/permease MsbA
chr,NC_011294.1,987335,988312,+,-,-,SEN_RS04605,WP_000561676.1,325,tetraacyldisaccharide 4\'-kinase
chr,NC_011294.1,988356,989588,+,-,-,SEN_RS04610,WP_000056937.1,410,winged helix-turn-helix domain-containing protein
chr,NC_011294.1,989640,989822,+,-,-,SEN_RS04615,WP_000350061.1,60,protein YcaR
chr,NC_011294.1,989819,990565,+,-,-,SEN_RS04620,WP_000011577.1,248,3-deoxy-manno-octulosonate cytidylyltransferase
chr,NC_011294.1,990776,991669,+,-,-,SEN_RS04625,WP_000436889.1,297,hypothetical protein
chr,NC_011294.1,991649,992425,-,-,-,SEN_RS04630,WP_000899553.1,258,envelope biogenesis factor ElyC
chr,NC_011294.1,992561,993364,+,-,-,SEN_RS04635,WP_001154025.1,267,tRNA uridine 5-oxyacetic acid(34) methyltransferase CmoM
chr,NC_011294.1,993357,994679,+,-,-,SEN_RS04640,WP_001288828.1,440,chromosome partition protein MukF
chr,NC_011294.1,994660,995364,+,-,-,SEN_RS04645,WP_000060025.1,234,MULTISPECIES: chromosome partition protein MukE
chr,NC_011294.1,995364,999830,+,-,-,SEN_RS04650,WP_000572746.1,1488,chromosome partition protein MukB
chr,NC_011294.1,1000175,1002025,+,-,-,SEN_RS04655,WP_000925870.1,616,"L,D-transpeptidase"
chr,NC_011294.1,1002285,1002833,+,-,-,SEN_RS04660,WP_000357052.1,182,DUF882 domain-containing protein
